This file is for Nitrogen Flow Rate and Pressure in Process Chamber with Time under Measuring Mode. 
Time (Sec)	N2 Flow (sccm)	P. C. P (mTorr)
85.336	17.98	110.43
85.536	17.98	110.51
85.736	17.97	110.31
85.936	17.99	110.35
86.136	17.97	110.18
86.336	17.99	109.81
86.536	17.98	109.85
86.736	18.00	109.12
86.936	17.99	108.91
87.136	17.99	109.07
87.336	17.96	109.20
87.536	17.98	108.79
87.736	17.97	108.66
87.936	18.00	108.54
88.136	17.96	108.95
88.336	17.97	108.58
88.536	18.00	108.29
88.736	17.97	108.29
88.936	17.99	108.09
89.136	17.97	108.46
89.336	17.98	108.33
89.536	16.87	108.33
89.736	8.97	106.77
89.936	4.58	103.36
90.136	2.84	98.85
